Primary_Key;Trasect_code;Date;Year;Month;Time;Island;Site;Bioregion;Diver;Depth;Dive_duration;Transect_length;Census_duration;Current;Temperature;Distance;Thermocline_depth;Water_temp_over_therm;Water_temp_below_therm;Vis_over_therm;Vis_below_therm;Habitat_type_RSM;Rugosity_0_3;Inclination_0_3;Rocky_reef_max_depth;SPECIES;Sex;S_less_30;S_30;S_35;S_40;S_50;S_60;S_70;S_80;S_90;S_100;S_110;S_125;S_150;S_175;S_200;S_210;S_225;S_250;S_300;S_350;S_400;S_more_400;Total;Comments;Cord1;Cord2
;4;31-mar-14;2014;March;07:33:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;75;2;1;C;M;17;24;21;18;8;M;1;2;17;Hoplopagrus guenteri;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;5;31-mar-14;2014;March;07:36:00;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;67;2;1;C;M;17;24;21;18;8;M;1;2;17;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;5;31-mar-14;2014;March;07:36:00;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;67;2;1;C;M;17;24;21;18;8;M;1;2;17;Sphyrna lewini;macho;;;;;;;;;;;;;1;1;;;;;;;;;;;;
;5;31-mar-14;2014;March;07:36:00;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;67;2;1;C;M;17;24;21;18;8;M;1;2;17;Aetobatus narinari;macho;;;;;;1;;;;;;;;;;;;;;;;;;;;
;6;31-mar-14;2014;March;07:38:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;71;2;1;C;M;17;24;21;18;8;M;1;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;31-mar-14;2014;March;07:40:30;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;63;2;1;C;M;17;24;21;18;8;M;1;2;17;Lutjanus argentiventris;;;;;;2;;;;;;;;;;;;;;;;;;;;;
;8;31-mar-14;2014;March;07:42:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;71;2;1;C;M;17;24;21;18;8;M;1;2;17;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
;8;31-mar-14;2014;March;07:42:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;71;2;1;C;M;17;24;21;18;8;M;1;2;17;Caranx melampygus;;;;;;;;;1;;;;;;;;;;;;;;;;;;
;8;31-mar-14;2014;March;07:42:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;71;2;1;C;M;17;24;21;18;8;M;1;2;17;Hoplopagrus guenteri;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;9;31-mar-14;2014;March;07:45:00;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;76;2;1;C;M;17;24;21;18;8;M;1;2;17;Hoplopagrus guenteri;;;;;;3;;;;;;;;;;;;;;;;;;;;;
;9;31-mar-14;2014;March;07:45:00;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;76;2;1;C;M;17;24;21;18;8;M;1;2;17;Sphyrna lewini;indeterminado;;;;;;;;;;;;;3;2;;;;;;;;;;;;
;9;31-mar-14;2014;March;07:45:00;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;76;2;1;C;M;17;24;21;18;8;M;1;2;17;Sphyrna lewini;macho;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;07:47:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;95;2;1;C;M;17;24;21;18;8;M;1;1;17;Hoplopagrus guenteri;;;;;;2;;;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;07:47:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;95;2;1;C;M;17;24;21;18;8;M;1;1;17;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;07:47:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;95;2;1;C;M;17;24;21;18;8;M;1;1;17;Sphyrna lewini;macho;;;;;;;;;;;;;2;3;;;;;;;;;;;;
;10;31-mar-14;2014;March;07:47:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;95;2;1;C;M;17;24;21;18;8;M;1;1;17;Aetobatus narinari;macho;;;;;;;;1;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;07:47:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;95;2;1;C;M;17;24;21;18;8;M;1;1;17;Aetobatus narinari;hembra;;;;;;;;1;;;;;;;;;;;;;;;;;;
;11;01-apr-14;2015;April;07:47:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;95;2;1;C;M;17;24;21;18;8;M;1;1;17;Lutjanus argentiventris;;;;;1;6;;;;;;;;;;;;;;;;;;;;;
;11;31-mar-14;2014;March;07:49:30;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;89;2;2;C;M;17;24;21;18;8;M;1;1;17;Lutjanus argentiventris;;;;;6;11;3;;;;;;;;;;;;;;;;;;;;
;11;31-mar-14;2014;March;07:49:30;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;89;2;2;C;M;17;24;21;18;8;M;1;1;17;Aetobatus narinari;macho;;;;;;;;1;;;;;;;;;;;;;;;;;;
;11;31-mar-14;2014;March;07:49:30;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;89;2;2;C;M;17;24;21;18;8;M;1;1;17;Lutjanus novemfasciatus;;;;;;;1;3;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;07:51:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;72;2;2;C;M;17;24;21;18;8;M;2;2;17;Lutjanus argentiventris;;;;;4;13;3;;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;07:51:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;72;2;2;C;M;17;24;21;18;8;M;2;2;17;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;07:51:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;72;2;2;C;M;17;24;21;18;8;M;2;2;17;Lutjanus novemfasciatus;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;07:51:45;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;72;2;2;C;M;17;24;21;18;8;M;2;2;17;Hoplopagrus guenteri;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;13;31-mar-14;2014;March;07:54:00;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;62;2;2;C;M;17;24;21;18;8;M;2;2;17;Lutjanus argentiventris;;;;;;3;1;;;;;;;;;;;;;;;;;;;;
;14;31-mar-14;2014;March;07:56:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;76;2;2;C;M;17;24;21;18;8;M;2;2;17;Lutjanus argentiventris;;;;;3;4;2;;;;;;;;;;;;;;;;;;;;
;14;31-mar-14;2014;March;07:56:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;76;2;2;C;M;17;24;21;18;8;M;2;2;17;Lutjanus novemfasciatus;;;;;;;;4;;;;;;;;;;;;;;;;;;;
;14;31-mar-14;2014;March;07:56:15;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;76;2;2;C;M;17;24;21;18;8;M;2;2;17;Dermatolepis dermatolepis;;;;;2;1;;;;;;;;;;;;;;;;;;;;;
;15;31-mar-14;2014;March;07:58:30;Seymour norte;Seymour norte;Centro-sur;David Acuña;17;42;56;2;2;C;M;17;24;21;18;8;M;2;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;31-mar-14;2014;March;09:06:00;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;Triaenodon obesus;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;31-mar-14;2014;March;09:08:15;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;Sphyrna lewini;;;;;;;;;;;;;;;1;;;;;;;;;;;;
;3;31-mar-14;2014;March;09:10:30;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;31-mar-14;2014;March;09:12:45;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;31-mar-14;2014;March;09:15:00;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;Dasyatis brevis;macho;;;;;;;;1;;;;;;;;;;;;;;;;;;
;6;31-mar-14;2014;March;09:17:15;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;31-mar-14;2014;March;09:19:30;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;Aetobatus narinari;;;;;;;;;;;1;;;;;;;;;;;;;;;;
;8;31-mar-14;2014;March;09:21:45;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;31-mar-14;2014;March;09:24:00;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;09:26:15;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;31-mar-14;2014;March;09:28:30;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;09:30:45;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;31-mar-14;2014;March;09:33:00;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;Aetobatus narinari;;;;;;;;;;;;;;;;;;;;;;;;;;;
;14;31-mar-14;2014;March;09:35:15;Santa Cruz;Punta Carrion;Centro-sur;Etienne Rastoin;15;41;54;2;1;C;M;;25;;15;;M;2;3;;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;1;31-mar-14;2014;March;10:50:30;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;Triaenodon obesus;;;;;;;;;;;;1;;;;;;;;;;;;;;;
;2;31-mar-14;2014;March;10:52:45;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;31-mar-14;2014;March;10:55:00;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;31-mar-14;2014;March;10:57:15;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;5;31-mar-14;2014;March;10:59:30;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;31-mar-14;2014;March;11:01:45;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;31-mar-14;2014;March;11:04:00;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;8;31-mar-14;2014;March;11:06:15;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;31-mar-14;2014;March;11:08:30;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;11:10:45;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;31-mar-14;2014;March;11:13:00;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;11:15:15;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;31-mar-14;2014;March;11:17:30;Santa Cruz;Plazas;Centro-sur;Etienne Rastoin;15;42;55;2;0;C;M;;25;;15;;M;2;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;31-mar-14;2014;March;14:56:30;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;47;2;0;C;R;;22;;6;;M;3;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;31-mar-14;2014;March;14:58:45;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;70;2;0;C;R;;22;;6;;M;3;2;18;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;3;31-mar-14;2014;March;15:01:00;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;62;2;0;C;R;;22;;6;;M;3;2;18;Mycteroperca olfax;;;;;1;1;;;;;;;;;;;;;;;;;;;;;
;4;31-mar-14;2014;March;15:03:15;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;60;2;0;C;R;;22;;6;;M;3;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;31-mar-14;2014;March;15:05:30;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;55;2;0;C;R;;22;;6;;M;3;2;18;Triaenodon obesus;macho;;;;;;;;;;;;;1;;;;;;;;;;;;;
;5;31-mar-14;2014;March;15:05:30;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;55;2;0;C;R;;22;;6;;M;3;2;18;Mycteroperca olfax;;;;;2;1;;;;;;;;;;;;;;;;;;;;;
;6;31-mar-14;2014;March;15:07:45;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;56;2;0;C;R;;22;;6;;M;3;2;18;Lutjanus argentiventris;;;;2;4;5;;;;;;;;;;;;;;;;;;;;;
;6;31-mar-14;2014;March;15:07:45;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;56;2;0;C;R;;22;;6;;M;3;2;18;Mycteroperca olfax;;;;1;;;;;;;;;;;;;;;;;;;;;;;
;7;31-mar-14;2014;March;15:10:00;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;65;2;0;C;R;;22;;6;;M;3;2;18;Lutjanus argentiventris;;;;;12;6;;;;;;;;;;;;;;;;;;;;;
;8;31-mar-14;2014;March;15:12:15;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;62;2;0;C;R;;22;;6;;M;3;2;18;Mycteroperca olfax;;;;;;1;1;;;;;;;;;;;;;;;;;;;;
;9;31-mar-14;2014;March;15:14:30;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;67;2;0;C;R;;22;;6;;M;3;2;18;Mycteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;15:16:45;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;60;2;0;C;R;;22;;6;;M;3;2;18;Mycteroperca olfax;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;11;31-mar-14;2014;March;15:19:00;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;57;2;0;C;R;;22;;6;;M;3;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;15:21:15;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;69;2;0;C;M;;22;;6;;M;2;1;18;Mycteroperca olfax;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;13;31-mar-14;2014;March;15:23:30;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;57;2;0;C;M;;22;;6;;M;2;1;18;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;14;31-mar-14;2014;March;15:25:45;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;65;2;0;C;M;;22;;6;;M;2;1;18;Mycteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;15;31-mar-14;2014;March;15:28:00;Santa Cruz;Punta Núñez;Centro-sur;David Acuña;15;42;78;2;0;C;M;;22;;6;;M;2;1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;31-mar-14;2014;March;13:14:00;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;31-mar-14;2014;March;13:16:15;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Lutjanus argentiventris;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;3;31-mar-14;2014;March;13:18:30;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Hoplopagrus guenteri;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;3;31-mar-14;2014;March;13:18:30;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;31-mar-14;2014;March;13:20:45;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;31-mar-14;2014;March;13:23:00;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Lutjanus argentiventris;;;5;;3;3;;;;;;;;;;;;;;;;;;;;;
;6;31-mar-14;2014;March;13:25:15;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;31-mar-14;2014;March;13:27:30;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Dasyatis brevis;indeterminado;;;;;;;1;;;;;;;;;;;;;;;;;;;
;7;31-mar-14;2014;March;13:27:30;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Lutjanus argentiventris;;;;;;2;;;;;;;;;;;;;;;;;;;;;
;8;31-mar-14;2014;March;13:29:45;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Lutjanus argentiventris;;;;;;1;1;;;;;;;;;;;;;;;;;;;;
;9;31-mar-14;2014;March;13:32:00;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Mycteroperca olfax;;;;;;;;;1;;;;;;;;;;;;;;;;;;
;9;31-mar-14;2014;March;13:32:00;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Chelonia mydas;hembra;;;;;;;1;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;13:34:15;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Lutjanus argentiventris;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;10;31-mar-14;2014;March;13:34:15;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Mycteroperca olfax;;;;1;;;;;;;;;;;;;;;;;;;;;;;
;11;31-mar-14;2014;March;13:36:30;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;31-mar-14;2014;March;13:38:45;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;31-mar-14;2014;March;13:41:00;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;Lutjanus argentiventris;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;14;31-mar-14;2014;March;13:43:15;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;15;31-mar-14;2014;March;13:45:30;Santa Fe;Fondeadero;Centro-sur;Pelayo Salinas;17;42;51;2;0;C;M;;23;;12;;M;1;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
