Primary_Key;Trasect_code;Date;Year;Month;Time;Island;Site;Bioregion;Diver;Depth;Dive_duration;Transect_length;Census_duration;Current;Temperature;Distance;Thermocline_depth;Water_temp_over_therm;Water_temp_below_therm;Vis_over_therm;Vis_below_therm;Habitat_type_RSM;Rugosity_0_3;Inclination_0_3;Rocky_reef_max_depth;SPECIES;Sex;S_less_30;S_30;S_35;S_40;S_50;S_60;S_70;S_80;S_90;S_100;S_110;S_125;S_150;S_175;S_200;S_210;S_225;S_250;S_300;S_350;S_400;S_more_400;Total;Comments;Cord1;Cord2
;1;04-mar-14;2014;March;14:08:00;Fernandina;Punta Espinoza;Oeste fria;David Acuña;16;40;37;2;1;C;M;;21;;5;;M;2;1;;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;2;04-mar-14;2014;March;14:10:15;Fernandina;Punta Espinoza;Oeste fria;David Acuña;17;40;43;2;1;C;M;;21;;5;;M;2;1;;Mycteroperca olfax;;;;;1;1;;;;;;;;;;;;;;;;;;;;;
;2;04-mar-14;2014;March;14:10:15;Fernandina;Punta Espinoza;Oeste fria;David Acuña;17;40;43;2;1;C;M;;21;;5;;M;2;1;;Chelonia mydas;hembra;;;;;;;;;;1;;;;;;;;;;;;;;;;
;3;04-mar-14;2014;March;14:12:30;Fernandina;Punta Espinoza;Oeste fria;David Acuña;17;40;39;2;1;C;M;;21;;5;;M;3;1;;Mycteroperca olfax;;;;;1;2;1;1;;;;;;;;;;;;;;;;;;;
;4;04-mar-14;2014;March;14:14:45;Fernandina;Punta Espinoza;Oeste fria;David Acuña;18;40;43;2;1;C;M;;21;;5;;M;3;1;;Paralabrax albomaculatus;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;4;04-mar-14;2014;March;14:14:45;Fernandina;Punta Espinoza;Oeste fria;David Acuña;18;40;43;2;1;C;M;;21;;5;;M;3;1;;Chelonia mydas;hembra;;;;;;;;;;1;;;;;;;;;;;;;;;;
;5;04-mar-14;2014;March;14:17:00;Fernandina;Punta Espinoza;Oeste fria;David Acuña;20;40;42;2;1;C;M;;21;;5;;M;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;04-mar-14;2014;March;14:19:15;Fernandina;Punta Espinoza;Oeste fria;David Acuña;20;40;34;2;1;C;M;;21;;5;;M;3;1;;Dasyatis brevis;hembra;;;;;;;;1;;;;;;;;;;;;;;;;;;
;6;04-mar-14;2014;March;14:19:15;Fernandina;Punta Espinoza;Oeste fria;David Acuña;20;40;34;2;1;C;M;;21;;5;;M;1;1;;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;7;04-mar-14;2014;March;14:21:30;Fernandina;Punta Espinoza;Oeste fria;David Acuña;20;40;44;2;1;C;M;;21;;5;;M;1;1;;Mycteroperca olfax;;;;;3;;;;;;;;;;;;;;;;;;;;;;
;7;04-mar-14;2014;March;14:21:30;Fernandina;Punta Espinoza;Oeste fria;David Acuña;20;40;44;2;1;C;M;;21;;5;;M;1;1;;Chelonia mydas;hembra;;;;;;;;1;;;;;;;;;;;;;;;;;;
;7;04-mar-14;2014;March;14:21:30;Fernandina;Punta Espinoza;Oeste fria;David Acuña;20;40;44;2;1;C;M;;21;;5;;M;1;1;;Heterodonthus quoyi;;;;;;;;;1;;;;;;;;;;;;;;;;;;
;8;04-mar-14;2014;March;14:23:45;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;43;2;1;C;M;;21;;5;;M;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;04-mar-14;2014;March;14:26:00;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;47;2;1;C;M;;21;;5;;M;1;1;;Paralabrax albomaculatus;;;1;1;;;;;;;;;;;;;;;;;;;;;;;
;9;04-mar-14;2014;March;14:26:00;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;47;2;1;C;M;;21;;5;;M;1;1;;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;10;04-mar-14;2014;March;14:28:15;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;50;2;1;C;M;;21;;5;;M;1;1;;Mycteroperca olfax;;;;;1;1;;;;;;;;;;;;;;;;;;;;;
;11;04-mar-14;2014;March;14:30:30;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;49;2;1;C;M;;21;;5;;M;1;1;;Heterodonthus quoyi;;;;;;;;;2;;;;;;;;;;;;;;;;;;
;11;04-mar-14;2014;March;14:30:30;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;49;2;1;C;M;;21;;5;;M;1;1;;Mycteroperca olfax;;;;;3;2;;;;;;;;;;;;;;;;;;;;;
;12;04-mar-14;2014;March;14:32:45;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;54;2;1;C;M;;21;;5;;M;1;1;;Mycteroperca olfax;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
;12;04-mar-14;2014;March;14:32:45;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;54;2;1;C;M;;21;;5;;M;1;1;;Dasyatis brevis;macho;;;;;;1;;;;;;;;;;;;;;;;;;;;
;12;04-mar-14;2014;March;14:32:45;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;54;2;1;C;M;;21;;5;;M;1;1;;Dasyatis brevis;hembra;;;;;1;;1;;;;;;;;;;;;;;;;;;;
;13;04-mar-14;2014;March;14:35:00;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;21;2;1;C;M;;21;;5;;M;2;1;;Dasyatis brevis;hembra;;;;;;1;;;;;;;;;;;;;;;;;;;;
;13;04-mar-14;2014;March;14:35:00;Fernandina;Punta Espinoza;Oeste fria;David Acuña;15;40;21;2;1;C;M;;21;;5;;M;2;1;;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;1;05-mar-14;2014;March;07:29:30;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;15;31;45;2;1;C;M;;18;;10;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;05-mar-14;2014;March;07:31:45;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;17;31;45;2;1;C;M;;18;;10;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;05-mar-14;2014;March;07:34:00;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;17;31;45;2;1;C;M;;18;;10;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;05-mar-14;2014;March;07:36:15;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;19;31;45;2;1;C;M;;18;;10;;R;1;3;;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;5;05-mar-14;2014;March;07:38:30;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;17;31;45;2;1;C;M;;18;;10;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;05-mar-14;2014;March;07:40:45;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;17;31;45;2;1;C;M;;18;;10;;R;1;3;;Paralabrax albomaculatus;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;7;05-mar-14;2014;March;07:43:00;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;16;31;45;2;1;C;M;;18;;10;;R;1;3;;Mycteroperca olfax;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;8;05-mar-14;2014;March;07:45:15;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;16;31;45;2;1;C;M;;18;;10;;R;1;3;;Paralabrax albomaculatus;;;1;;3;;;;;;;;;;;;;;;;;;;;;;
;8;05-mar-14;2014;March;07:45:15;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;16;31;45;2;1;C;M;;18;;10;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;05-mar-14;2014;March;07:47:30;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;17;31;45;2;1;C;M;;18;;10;;R;1;3;;Mycteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;10;05-mar-14;2014;March;07:49:45;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;17;31;45;2;1;C;M;;18;;10;;R;1;3;;Paralabrax albomaculatus;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;11;05-mar-14;2014;March;07:52:00;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;16;31;45;2;1;C;M;;18;;10;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;05-mar-14;2014;March;07:54:15;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;14;31;45;2;1;C;M;;18;;10;;R;1;3;;Paralabrax albomaculatus;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;12;05-mar-14;2014;March;07:54:15;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;;31;45;2;1;C;M;;18;;10;;R;1;3;;Mycteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;13;05-mar-14;2014;March;07:56:30;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;14;31;45;2;1;C;M;;18;;10;;R;1;3;;Paralabrax albomaculatus;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;14;05-mar-14;2014;March;07:58:45;Isabela;Tagus Norte;Oeste fria;Tyler Eddy;13;31;45;2;1;C;M;;18;;10;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;05-mar-14;2014;March;10:16:30;Isabela;Los Cañones;Oeste fria;Tyler Eddy;17;29;43;2;0;C;M;;19;;12;;R;2;2;;Mycteroperca olfax;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;2;05-mar-14;2014;March;10:18:45;Isabela;Los Cañones;Oeste fria;Tyler Eddy;16;29;40;2;0;C;M;;19;;12;;R;2;2;;Paralabrax albomaculatus;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;3;05-mar-14;2014;March;10:21:00;Isabela;Los Cañones;Oeste fria;Tyler Eddy;15;29;43;2;0;C;M;;19;;12;;R;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;05-mar-14;2014;March;10:23:15;Isabela;Los Cañones;Oeste fria;Tyler Eddy;15;29;41;2;0;C;M;;19;;12;;R;2;2;;Paralabrax albomaculatus;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;4;05-mar-14;2014;March;10:23:15;Isabela;Los Cañones;Oeste fria;Tyler Eddy;15;29;41;2;0;C;M;;19;;12;;R;2;2;;Mycteroperca olfax;;;;;1;;;1;;;;;;;;;;;;;;;;;;;
;5;05-mar-14;2014;March;10:25:30;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;40;2;0;C;M;;19;;12;;R;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;05-mar-14;2014;March;10:27:45;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;56;2;0;C;M;;19;;12;;R;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;05-mar-14;2014;March;10:30:00;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;50;2;0;C;M;;19;;12;;R;2;2;;Paralabrax albomaculatus;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;8;05-mar-14;2014;March;10:32:15;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;50;2;0;C;M;;19;;12;;R;2;2;;Mycteroperca olfax;;;;;;;2;2;;;;;;;;;;;;;;;;;;;
;9;05-mar-14;2014;March;10:34:30;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;55;2;0;C;M;;19;;12;;R;2;2;;Mycteroperca olfax;;;;;;;1;;1;;;;;;;;;;;;;;;;;;
;10;05-mar-14;2014;March;10:36:45;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;48;2;0;C;M;;19;;12;;R;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;05-mar-14;2014;March;10:39:00;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;41;2;0;C;M;;19;;12;;R;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;05-mar-14;2014;March;10:41:15;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;48;2;0;C;M;;19;;12;;R;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;05-mar-14;2014;March;10:43:30;Isabela;Los Cañones;Oeste fria;Tyler Eddy;14;29;14;2;0;C;M;;19;;12;;R;2;2;;Paralabrax albomaculatus;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;1;05-mar-14;2014;March;14:19:15;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;34;2;0;C;M;;18;;10;;R;2;3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;05-mar-14;2014;March;14:21:30;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;48;2;0;C;M;;18;;10;;R;2;3;30;Paralabrax albomaculatus;;1;;;;;;;;;;;;;;;;;;;;;;;;;
;2;05-mar-14;2014;March;14:21:30;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;48;2;0;C;M;;18;;10;;R;2;3;30;Dasyatis brevis;indeterminado;;;;;;;;1;;;;;;;;;;;;;;;;;;
;3;05-mar-14;2014;March;14:23:45;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;37;2;0;C;M;;18;;10;;R;2;3;30;Mycteroperca olfax;;;;;;1;;1;;;;;;;;;;;;;;;;;;;
;3;05-mar-14;2014;March;14:23:45;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;37;2;0;C;M;;18;;10;;R;2;3;30;Paralabrax albomaculatus;;;1;;;1;;;;;;;;;;;;;;;;;;;;;
;4;05-mar-14;2014;March;14:26:00;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;50;2;0;C;M;;18;;10;;R;2;3;30;Mycteroperca olfax;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
;5;05-mar-14;2014;March;14:28:15;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;48;2;0;C;M;;18;;10;;R;2;3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;05-mar-14;2014;March;14:30:30;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;49;2;0;C;M;;18;;10;;R;2;3;30;Dasyatis brevis;macho;;;;;;;;1;;;;;;;;;;;;;;;;;;
;7;05-mar-14;2014;March;14:32:45;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;44;2;0;C;M;;18;;10;;R;2;3;30;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;8;05-mar-14;2014;March;14:35:00;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;48;2;0;C;M;;18;;10;;R;2;3;30;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;8;05-mar-14;2014;March;14:35:00;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;48;2;0;C;M;;18;;10;;R;2;3;30;Paralabrax albomaculatus;;;;1;;;;;;;;;;;;;;;;;;;;;;;
;9;05-mar-14;2014;March;14:37:15;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;49;2;0;C;M;;18;;10;;R;2;3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;05-mar-14;2014;March;14:39:30;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;46;2;0;C;M;;18;;10;;R;2;3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;05-mar-14;2014;March;14:41:45;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;50;2;0;C;M;;18;;10;;R;2;3;30;Mycteroperca olfax;;;1;;1;;;;;;;;;;;;;;;;;;;;;;
;12;05-mar-14;2014;March;14:44:00;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;47;2;0;C;M;;18;;10;;R;2;3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;05-mar-14;2014;March;14:46:15;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;45;2;0;C;M;;18;;10;;R;2;3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;14;05-mar-14;2014;March;14:48:30;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;49;2;0;C;M;;18;;10;;R;2;3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;15;05-mar-14;2014;March;14:50:45;Fernandina;Punta Manngle;Oeste fria;Pelayo Salinas;15;40;47;2;0;C;M;;18;;10;;R;2;3;30;Mycteroperca olfax;;;;1;;;;;;;;;;;;;;;;;;;;;;;
;1;06-mar-14;2014;March;07:30:00;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;14;26;45;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;06-mar-14;2014;March;07:32:15;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;11;26;57;2;1;C;M;;18;;7;;M;1;0;;Paralabrax albomaculatus;;;1;;1;;;;;;;;;;;;;;;;;;;;;;
;3;06-mar-14;2014;March;07:34:30;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;13;26;37;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;06-mar-14;2014;March;07:36:45;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;12;26;57;2;1;C;M;;18;;7;;M;1;0;;Mycteroperca olfax;;;;;;1;2;;;;;;;;;;;;;;;;;;;;
;5;06-mar-14;2014;March;07:39:00;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;14;26;46;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;06-mar-14;2014;March;07:41:15;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;16;26;52;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;06-mar-14;2014;March;07:43:30;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;16;26;48;2;1;C;M;;18;;7;;M;1;0;;Paralabrax albomaculatus;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;8;06-mar-14;2014;March;07:45:45;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;15;26;47;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;06-mar-14;2014;March;07:48:00;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;14;26;54;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;06-mar-14;2014;March;07:50:15;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;14;26;52;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;06-mar-14;2014;March;07:52:30;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;15;26;48;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;06-mar-14;2014;March;07:54:45;Isabela;Bahia Urvina;Oeste fria;Tyler Eddy;13;26;18;2;1;C;M;;18;;7;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;06-mar-14;2014;March;11:42:30;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;12;34;52;2;0;C;M;;17;;15;;R;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;06-mar-14;2014;March;11:44:45;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;10;34;47;2;0;C;M;;17;;15;;R;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;06-mar-14;2014;March;11:47:00;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;13;34;43;2;0;C;M;;17;;15;;R;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;06-mar-14;2014;March;11:49:15;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;16;34;41;2;0;C;M;;17;;15;;R;2;1;;Paralabrax albomaculatus;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;5;06-mar-14;2014;March;11:51:30;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;16;34;48;2;0;C;M;;17;;15;;R;2;1;;Paralabrax albomaculatus;;;1;;1;;;;;;;;;;;;;;;;;;;;;;
;5;06-mar-14;2014;March;11:51:30;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;16;34;48;2;0;C;M;;17;;15;;R;2;1;;Mycteroperca olfax;;;;;;;;2;;;;;;;;;;;;;;;;;;;
;6;06-mar-14;2014;March;11:53:45;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;16;34;46;2;0;C;M;;17;;15;;R;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;06-mar-14;2014;March;11:56:00;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;15;34;50;2;0;C;M;;17;;15;;R;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;8;06-mar-14;2014;March;11:58:15;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;15;34;43;2;0;C;M;;17;;15;;R;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;06-mar-14;2014;March;12:00:30;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;17;34;44;2;0;C;M;;17;;15;;R;2;1;;Paralabrax albomaculatus;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;10;06-mar-14;2014;March;12:02:45;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;16;34;50;2;0;C;M;;17;;15;;R;2;1;;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;11;06-mar-14;2014;March;12:05:00;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;16;34;48;2;0;C;M;;17;;15;;R;2;1;;Paralabrax albomaculatus;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;12;06-mar-14;2014;March;12:07:15;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;15;34;42;2;0;C;M;;17;;15;;R;2;1;;Paralabrax albomaculatus;;;;;1;1;;;;;;;;;;;;;;;;;;;;;
;13;06-mar-14;2014;March;12:09:30;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;15;34;47;2;0;C;M;;17;;15;;R;2;1;;Paralabrax albomaculatus;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;14;06-mar-14;2014;March;12:11:45;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;16;34;53;2;0;C;M;;17;;15;;R;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;15;06-mar-14;2014;March;12:14:00;Isabela;Caleta Derek;Oeste fria;Tyler Eddy;15;34;25;2;0;C;M;;17;;15;;R;2;1;;Paralabrax albomaculatus;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;1;06-mar-14;2014;March;16:05:30;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;13;29;50;2;1;C;M;;17;;7;;R;1;1;;Mycteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;2;06-mar-14;2014;March;16:07:45;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;17;29;48;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;06-mar-14;2014;March;16:10:00;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;17;29;54;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;06-mar-14;2014;March;16:12:15;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;18;29;50;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;06-mar-14;2014;March;16:14:30;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;16;29;51;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;06-mar-14;2014;March;16:16:45;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;17;29;53;2;1;C;M;;17;;7;;R;1;1;;Paralabrax albomaculatus;;1;;;;;;;;;;;;;;;;;;;;;;;;;
;7;06-mar-14;2014;March;16:19:00;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;16;29;51;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;8;06-mar-14;2014;March;16:21:15;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;16;29;53;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;06-mar-14;2014;March;16:23:30;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;15;29;49;2;1;C;M;;17;;7;;R;1;1;;Paralabrax albomaculatus;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;10;06-mar-14;2014;March;16:25:45;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;16;29;52;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;06-mar-14;2014;March;16:28:00;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;15;29;54;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;06-mar-14;2014;March;16:30:15;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;15;29;44;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;06-mar-14;2014;March;16:32:30;Isabela;Punta Moreno;Oeste fria;Tyler Eddy;15;29;13;2;1;C;M;;17;;7;;R;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;07-mar-14;2014;March;07:33:00;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;10;29;45;2;1;C;M;;19;;10;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;07-mar-14;2014;March;07:35:15;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;16;29;52;2;1;C;M;;19;;10;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;07-mar-14;2014;March;07:37:30;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;13;29;46;2;1;C;M;;19;;10;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;07-mar-14;2014;March;07:39:45;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;13;29;46;2;1;C;M;;19;;10;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;07-mar-14;2014;March;07:42:00;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;16;29;38;2;1;C;M;;19;;10;;M;1;1;;Mycteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;6;07-mar-14;2014;March;07:44:15;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;16;29;45;2;1;C;M;;19;;10;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;07-mar-14;2014;March;07:46:30;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;17;29;45;2;1;C;M;;19;;10;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;8;07-mar-14;2014;March;07:48:45;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;16;29;45;2;1;C;M;;19;;10;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;07-mar-14;2014;March;07:51:00;Isabela;Caleta Webb;Oeste fria;Tyler Eddy;17;29;47;2;1;C;M;;19;;10;;M;1;1;;Paralabrax albomaculatus;;;;;;1;;;;;;;;;;;;;;;;;;;;;
